# Indice      RAJ2000    Dec        Jmag     Hmag     Kmag     umag     gmag     rmag     imag     zmag    
  object3993  6.99522    41.68252   16.148   15.433   15.817   999       999       999       999       999      
  object3994  3.69626    41.71235   11.871   11.474   11.415   999       999       999       999       999      
  object3995  6.70315    41.83453   13.538   13.251   13.191   999       999       999       999       999      
  object3996  4.02239    41.85671   12.554   12.345   12.252   999       999       999       999       999      
  object3997  5.85969    41.91701   15.71    15.374   15.374   999       999       999       999       999      
  object3998  4.77879    41.93469   13.599   13.11    13.021   999       999       999       999       999      
  object3999  5.97816    41.98684   15.431   15.028   15.183   999       999       999       999       999      
  object4000  6.67166    41.98939   13.38    12.783   12.669   999       999       999       999       999      
  object4001  3.64615    42.05254   14.771   14.157   14.073   999       999       999       999       999      
  object4002  6.95114    42.0993    15.76    15.609   15.121   999       999       999       999       999      
  object4003  5.98271    42.15425   13.418   13.174   13.062   999       999       999       999       999      
  object4004  5.5753     42.17029   14.854   14.505   14.444   999       999       999       999       999      
  object4005  6.81948    42.20121   999       999       999       999       999       999       999       999      
  object4006  6.62509    42.20893   13.518   13.141   13.018   999       999       999       999       999      
  object4007  8.5474     39.54241   14.569   13.913   13.761   19.21    17.098   16.165   15.796   15.565  
  object4008  8.52532    39.69759   12.52    12.087   12.01    16.656   14.698   13.949   14.111   13.564  
  object4009  10.12331   39.78322   14.873   14.573   14.304   18.232   16.77    16.147   15.894   15.783  
  object4010  9.17244    39.94362   14.299   13.807   13.716   18.91    16.843   16.029   15.759   15.565  
  object4011  7.49459    39.96757   15.024   14.98    14.9     17.045   15.89    15.807   15.817   15.827  
  object4012  9.87388    40.08325   14.236   13.717   13.583   18.236   16.341   15.631   15.353   15.165  
  object4013  9.94555    40.09252   14.827   14.461   14.292   18.101   16.638   16.079   15.88    15.767  
  object4014  10.58244   40.14401   16.411   16.012   15.873   19.921   18.691   18.161   17.965   17.907  
  object4015  8.5736     40.18122   13.414   13.123   13.072   16.39    15.845   14.453   15.093   14.448  
  object4016  9.90263    40.22653   14.956   14.747   14.444   18.267   16.867   16.316   16.137   16.078  
  object4017  8.63559    40.30133   12.761   12.604   12.612   15.601   15.742   13.449   13.49    14.089  
  object4018  10.84657   40.30468   15.329   15.118   14.919   17.072   15.819   15.789   15.822   15.865  
  object4019  8.40105    40.38509   999       999       999       999       999       999       999       999      
  object4020  10.1965    40.48727   12.984   12.681   12.558   999       999       999       999       999      
  object4021  9.66158    40.7223    13.982   13.558   13.478   16.706   15.473   15.014   14.795   14.744  
  object4022  8.27821    40.92552   16.766   16.237   15.516   18.862   17.764   17.401   17.263   17.146  
  object4023  10.29325   40.91778   13.111   12.937   12.876   999       999       999       999       999      
  object4024  10.13802   41.02854   15.082   14.846   14.883   999       999       999       999       999      
  object4025  8.28727    41.06309   14.594   14.094   13.978   999       999       999       999       999      
  object4026  10.0347    41.05695   16.146   15.489   15.866   18.071   16.845   16.763   16.748   16.78   
  object4027  9.7917     41.07287   14.519   14.159   13.972   17.428   16.141   15.574   15.41    15.355  
  object4028  10.74714   41.10805   16.103   15.513   15.555   999       999       999       999       999      
  object4029  7.73121    41.1748    15.226   14.616   14.573   999       999       999       999       999      
  object4030  8.11325    41.23547   13.756   13.329   13.253   999       999       999       999       999      
  object4031  7.93613    41.3074    999       999       999       999       999       999       999       999      
  object4032  8.33358    41.36002   15.11    14.761   14.67    999       999       999       999       999      
  object4033  9.32118    41.69537   14.968   14.631   14.492   17.144   16.047   15.675   15.542   15.504  
  object4034  7.95611    41.86788   13.359   13.053   12.969   999       999       999       999       999      
  object4035  8.65309    41.93551   15.958   15.35    15.425   999       999       999       999       999      
  object4036  8.49013    41.96331   12.694   12.175   12.062   999       999       999       999       999      
  object4037  8.13753    42.00397   12.403   12.113   12.044   999       999       999       999       999      
  object4038  10.92163   42.01608   14.812   14.399   14.283   19.161   17.159   16.307   15.986   15.832  
  object4039  7.81357    42.01676   14.912   14.81    14.761   999       999       999       999       999      
  object4040  7.74848    42.03145   15.101   14.532   14.608   999       999       999       999       999      
  object4041  8.12182    42.06546   15.731   15.24    15.468   999       999       999       999       999      
  object4042  8.46275    42.07659   15.351   14.791   14.5     999       999       999       999       999      
  object4043  9.05287    42.1083    14.952   14.567   14.288   999       999       999       999       999      
  object4044  10.87408   42.23179   13.231   13.031   12.91    15.923   14.985   14.266   14.367   14.207  
  object4045  13.11169   39.59361   12.461   12.233   12.127   15.254   13.985   13.43    13.396   13.441  
  object4046  11.69498   39.6427    15.764   15.242   15.23    19.51    17.534   16.736   16.452   16.277  
  object4047  11.15883   39.71974   14.516   14.105   13.921   17.847   16.284   15.696   15.461   15.372  
  object4048  11.55644   39.76889   13.723   13.442   13.339   15.988   14.946   14.675   14.592   14.55   
  object4049  12.32741   39.87489   15.074   14.775   14.83    17.203   16.038   15.802   15.733   15.727  
  object4050  14.07861   39.92539   13.98    13.393   13.253   18.692   16.538   15.596   15.21    14.986  
  object4051  12.67122   39.94466   14.2     14.022   13.952   16.354   15.152   14.955   14.892   14.891  
  object4052  14.18215   39.955     14.17    13.943   13.835   16.314   15.209   14.937   14.851   14.825  
  object4053  14.37028   40.02876   12.205   11.948   11.861   15.197   13.923   13.48    13.259   13.326  
  object4054  12.5558    40.06699   13.848   13.616   13.584   16.18    15.12    14.88    14.874   14.85   
  object4055  13.31844   40.1075    12.39    12.019   11.955   16.201   14.602   15.04    15.74    13.735  
  object4056  12.80058   40.17787   15.745   15.16    14.98    19.549   17.649   16.803   16.503   16.332  
  object4057  12.0062    40.22858   999       999       999       999       999       999       999       999      
  object4058  13.36903   40.33998   16.563   16.0     15.923   18.433   17.357   17.091   17.011   16.948  
  object4059  11.27171   40.35699   14.931   14.5     14.46    17.658   16.411   15.917   15.696   15.639  
  object4060  13.48011   40.43802   15.77    15.313   15.119   20.141   18.178   17.42    17.093   16.867  
  object4061  14.08302   40.63432   999       999       999       999       999       999       999       999      
  object4062  10.98179   40.65787   15.007   14.443   14.357   18.64    16.832   16.083   15.798   15.669  
  object4063  13.96097   40.85374   14.292   13.621   13.375   19.956   17.58    16.29    15.706   15.328  
  object4064  13.0807    40.89649   13.851   13.376   13.305   17.05    15.584   14.998   14.765   14.657  
  object4065  11.45766   40.91064   15.5     15.501   15.027   17.446   16.272   16.122   16.096   16.11   
  object4066  12.55669   40.99234   13.497   13.303   13.151   999       999       999       999       999      
  object4067  12.982     41.06728   13.571   13.26    13.192   16.758   15.26    14.73    14.564   14.525  
  object4068  13.44706   41.084     15.055   14.753   14.621   17.645   16.438   16.051   15.916   15.878  
  object4069  14.25425   41.1409    16.441   16.45    16.88    18.105   16.811   16.817   16.852   16.935  
  object4070  12.02121   41.18938   16.803   16.261   17.244   18.993   17.913   17.567   17.435   17.351  
  object4071  14.04557   41.28355   12.612   12.128   12.01    17.594   15.977   16.119   14.795   14.619  
  object4072  14.31139   41.29289   14.743   14.25    14.05    19.114   17.084   16.238   15.889   15.747  
  object4073  11.71023   41.33823   13.64    13.438   13.327   15.822   14.601   14.371   14.339   14.341  
  object4074  12.95432   41.4818    999       999       999       999       999       999       999       999      
  object4075  14.18427   41.4897    12.571   12.269   12.235   999       999       999       999       999      
  object4076  13.82556   41.50316   14.543   13.957   13.881   18.979   16.919   16.07    15.732   15.561  
  object4077  12.58844   41.54851   14.884   14.472   14.451   18.048   16.66    16.121   15.912   15.816  
  object4078  14.37062   41.5522    12.927   12.57    12.486   16.209   14.994   14.121   14.262   14.214  
  object4079  12.69466   41.83757   12.082   11.822   11.812   14.852   13.308   12.955   12.922   13.305  
  object4080  12.89707   41.95948   15.201   14.74    14.651   18.535   17.059   16.442   16.201   16.096  
  object4081  13.03348   41.96065   14.843   14.361   14.189   18.486   16.955   16.255   15.956   15.77   
  object4082  10.92157   42.01607   14.812   14.399   14.283   19.161   17.159   16.307   15.986   15.832  
  object4083  13.35499   42.31113   12.302   12.144   12.126   14.995   13.338   13.005   13.049   13.421  
  object4084  17.29205   39.5294    15.753   15.323   15.541   999       999       999       999       999      
  object4085  16.86507   39.72062   999       999       999       999       999       999       999       999      
  object4086  17.92536   39.72457   16.55    15.891   15.317   999       999       999       999       999      
  object4087  15.04055   39.7248    15.601   15.281   15.097   18.264   17.05    16.613   16.466   16.413  
  object4088  16.36092   39.77832   999       999       999       999       999       999       999       999      
  object4089  17.3645    39.81677   16.001   15.367   15.626   999       999       999       999       999      
  object4090  15.66859   39.86084   14.747   14.512   14.486   999       999       999       999       999      
  object4091  15.52498   39.87714   11.882   11.654   11.672   14.834   14.547   14.658   13.008   13.298  
  object4092  14.58892   39.91347   999       999       999       999       999       999       999       999      
  object4093  16.2202    40.03986   16.354   16.0     16.012   999       999       999       999       999      
  object4094  18.05875   40.09351   14.34    14.078   13.944   999       999       999       999       999      
  object4095  15.1898    40.10516   15.446   14.9     14.964   18.985   17.607   16.999   16.773   16.695  
  object4096  15.20662   40.11515   15.537   14.826   14.613   19.902   18.01    17.098   16.755   16.627  
  object4097  15.33728   40.1432    15.749   15.217   15.116   20.318   18.704   17.802   17.278   16.91   
  object4098  15.30663   40.1535    14.263   14.064   14.036   16.793   15.605   15.272   15.146   15.112  
  object4099  16.42902   40.18573   999       999       999       999       999       999       999       999      
  object4100  14.84246   40.32568   13.69    13.206   13.198   16.826   15.462   14.874   14.677   14.606  
  object4101  14.64133   40.41554   15.514   15.077   15.113   18.84    17.354   16.683   16.524   16.484  
  object4102  15.64941   40.46314   16.4     15.957   15.774   19.43    18.114   17.536   17.313   17.205  
  object4103  14.78073   40.47114   16.08    15.767   15.888   19.051   17.797   17.349   17.21    17.149  
  object4104  17.7914    40.47957   15.721   14.954   15.041   999       999       999       999       999      
  object4105  15.53165   40.64458   12.067   11.685   11.601   15.492   15.015   14.766   13.535   13.224  
  object4106  14.83933   40.79381   13.066   12.75    12.717   16.014   14.756   14.32    14.119   14.136  
  object4107  15.93874   41.01923   14.549   14.131   13.952   17.723   16.298   15.692   15.725   15.336  
  object4108  16.17044   41.02563   13.646   13.154   13.053   17.414   15.673   14.962   14.695   14.548  
  object4109  16.81967   41.15507   13.734   13.487   13.393   15.81    14.67    14.35    14.254   14.253  
  object4110  15.76746   41.16092   15.183   14.989   14.997   16.961   15.685   15.723   15.768   15.828  
  object4111  14.70581   41.22194   15.421   15.222   14.992   18.35    17.031   16.55    16.379   16.296  
  object4112  16.48997   41.265     13.758   13.294   13.181   17.959   15.957   15.148   14.855   14.769  
  object4113  14.80266   41.40767   15.37    14.933   14.617   18.536   17.126   16.509   16.283   16.161  
  object4114  17.04792   41.52547   13.36    12.971   12.875   16.79    15.1     14.516   14.257   14.187  
  object4115  14.77623   41.56969   14.373   14.246   14.184   16.237   15.073   15.023   15.045   15.068  
  object4116  15.39819   41.59897   15.332   15.223   14.953   18.279   17.093   16.565   16.36    16.285  
  object4117  17.36934   41.82711   14.716   14.401   14.159   18.18    16.65    16.025   15.733   15.565  
  object4118  17.7583    42.04463   999       999       999       999       999       999       999       999      
  object4119  15.36631   42.119     14.851   13.98    13.789   21.896   18.86    17.414   16.817   16.403  
  object4120  14.87508   42.12348   15.553   15.452   15.401   17.701   16.576   16.36    16.308   16.302  
  object4121  15.01009   42.14927   14.964   14.749   14.638   17.253   16.187   15.861   15.722   15.684  
  object4122  18.14367   42.16057   13.588   13.387   13.328   15.707   14.584   14.332   14.263   14.27   
  object4123  15.90936   42.20101   13.535   13.201   13.151   16.135   14.934   14.545   14.672   14.375  
  object4124  18.54034   39.7182    13.376   12.895   12.735   999       999       999       999       999      
  object4125  20.20868   39.74621   15.126   14.738   14.558   18.476   16.968   16.402   16.192   16.101  
  object4126  19.37019   39.78216   13.899   13.415   13.34    999       999       999       999       999      
  object4127  19.89143   39.84213   13.844   13.333   13.144   17.992   16.168   15.343   14.996   14.782  
  object4128  19.73077   39.87377   11.587   11.26    11.157   15.315   13.494   14.83    12.801   13.17   
  object4129  18.64645   39.93801   14.713   14.309   14.334   999       999       999       999       999      
  object4130  18.73424   40.07409   15.561   15.132   15.195   999       999       999       999       999      
  object4131  21.30627   40.105     13.716   13.499   13.319   16.214   15.002   14.605   20.289   14.462  
  object4132  19.46506   40.18748   999       999       999       999       999       999       999       999      
  object4133  19.12022   40.17876   12.394   12.062   11.997   999       999       999       999       999      
  object4134  18.60031   40.21796   14.738   14.197   14.081   999       999       999       999       999      
  object4135  20.60927   40.34195   15.847   15.646   15.601   18.839   17.657   17.167   16.952   16.832  
  object4136  20.93835   40.37743   13.685   13.265   13.136   16.863   15.432   14.833   15.02    14.556  
  object4137  18.42501   40.44063   15.663   15.385   15.19    999       999       999       999       999      
  object4138  21.01357   40.50521   13.011   12.598   12.531   16.312   14.821   12.878   17.563   13.931  
  object4139  19.18168   40.57044   14.917   14.679   14.633   999       999       999       999       999      
  object4140  19.21635   40.57379   13.038   12.86    12.87    999       999       999       999       999      
  object4141  18.66326   40.60028   13.575   13.1     12.9     999       999       999       999       999      
  object4142  20.48397   40.63861   13.231   13.019   12.991   999       999       999       999       999      
  object4143  20.34537   40.65719   12.296   11.933   11.868   15.345   13.984   13.319   13.15    13.439  
  object4144  19.59833   40.71755   13.78    13.49    13.357   999       999       999       999       999      
  object4145  18.76353   40.76875   15.206   14.705   14.545   999       999       999       999       999      
  object4146  21.58421   40.77085   14.258   13.986   13.849   16.563   15.341   14.934   14.83    14.818  
  object4147  20.64243   40.92118   12.584   12.29    12.195   16.203   14.951   15.606   14.942   14.177  
  object4148  18.37901   40.99358   16.58    16.317   16.534   999       999       999       999       999      
  object4149  20.57041   41.02529   999       999       999       999       999       999       999       999      
  object4150  21.25374   41.07552   16.658   16.547   17.217   18.542   17.41    17.25    17.207   17.313  
  object4151  21.51502   41.20147   16.238   15.625   15.697   18.097   16.981   16.733   16.683   16.699  
  object4152  20.05561   41.25737   12.25    11.934   11.862   15.372   17.128   14.803   13.142   13.361  
  object4153  19.44583   41.27682   13.424   12.904   12.84    999       999       999       999       999      
  object4154  18.86974   41.33305   11.836   11.694   11.66    999       999       999       999       999      
  object4155  20.80952   41.4119    12.085   11.743   11.66    15.73    14.329   13.369   13.246   13.596  
  object4156  19.51978   41.45493   14.691   14.165   14.122   999       999       999       999       999      
  object4157  21.15936   41.56048   14.89    14.568   14.562   17.082   16.02    15.692   15.606   15.591  
  object4158  19.10786   41.64417   15.756   15.316   15.244   999       999       999       999       999      
  object4159  19.36095   41.66967   16.287   15.549   15.647   999       999       999       999       999      
  object4160  21.14965   41.66636   15.585   15.021   14.774   20.477   18.407   17.564   17.264   17.063  
  object4161  20.16298   41.67499   15.746   14.954   14.939   20.389   18.33    17.373   17.018   16.78   
  object4162  18.45516   41.80391   15.491   14.924   14.812   999       999       999       999       999      
  object4163  20.27974   41.83141   15.095   14.521   14.526   17.897   16.646   16.152   15.976   15.872  
  object4164  18.87604   41.84643   14.561   14.175   14.003   999       999       999       999       999      
  object4165  20.43405   41.84473   12.282   12.009   11.913   14.883   13.248   13.145   15.377   13.508  
  object4166  21.51395   41.912     13.194   12.658   12.546   17.394   15.576   14.832   14.864   14.317  
  object4167  21.90652   41.93185   13.606   13.165   13.066   17.056   15.433   14.798   14.591   14.487  
  object4168  21.18711   42.03673   16.695   16.796   16.139   19.191   18.024   17.818   17.764   17.773  
  object4169  19.98667   42.03941   13.21    12.839   12.735   999       999       999       999       999      
  object4170  18.14374   42.16052   13.588   13.387   13.328   15.707   14.584   14.332   14.263   14.27   
  object4171  18.74881   42.18192   13.05    12.663   12.596   999       999       999       999       999      
  object4172  23.53154   39.58126   15.656   15.608   15.357   999       999       999       999       999      
  object4173  23.33795   39.62297   12.547   12.317   12.265   999       999       999       999       999      
  object4174  22.56101   39.88024   999       999       999       999       999       999       999       999      
  object4175  24.40099   39.88289   14.397   14.19    14.207   999       999       999       999       999      
  object4176  24.68416   39.97426   999       999       999       999       999       999       999       999      
  object4177  22.30634   39.97591   15.617   15.451   15.294   18.658   17.366   16.841   16.636   16.569  
  object4178  23.53962   40.14626   999       999       999       999       999       999       999       999      
  object4179  24.36719   40.1434    12.915   12.616   12.543   999       999       999       999       999      
  object4180  23.92595   40.15284   999       999       999       999       999       999       999       999      
  object4181  22.87488   40.29849   15.266   15.095   14.894   17.325   16.199   16.001   15.947   15.948  
  object4182  21.9594    40.44022   15.999   15.608   15.653   18.482   17.35    16.959   16.826   16.769  
  object4183  24.23684   40.44125   999       999       999       999       999       999       999       999      
  object4184  24.83878   40.59243   14.096   13.881   13.763   999       999       999       999       999      
  object4185  25.42954   40.68856   15.598   15.733   15.561   999       999       999       999       999      
  object4186  22.63963   41.11509   15.893   15.855   15.324   19.035   17.751   17.501   17.383   17.33   
  object4187  22.1282    41.18739   16.325   15.811   15.477   21.711   19.276   18.172   17.755   17.501  
  object4188  25.40111   41.20399   15.46    15.089   15.03    999       999       999       999       999      
  object4189  24.04757   41.3839    14.585   14.188   14.109   999       999       999       999       999      
  object4190  22.78628   41.39472   15.883   15.787   16.126   17.695   16.591   16.563   16.565   16.631  
  object4191  23.71102   41.50786   16.263   15.723   15.425   999       999       999       999       999      
  object4192  25.3262    41.59416   13.653   13.158   13.074   999       999       999       999       999      
  object4193  23.11523   41.60924   10.754   10.293   10.196   15.612   13.289   12.374   12.117   13.287  
  object4194  24.68774   42.03033   13.546   13.152   13.006   999       999       999       999       999      
  object4195  23.53981   42.04143   12.293   12.021   11.923   999       999       999       999       999      
  object4196  25.34781   42.09757   14.964   14.713   14.673   999       999       999       999       999      
  object4197  25.49641   42.09629   15.607   15.424   15.212   999       999       999       999       999      
  object4198  23.09545   42.1438    14.481   14.332   14.238   16.758   15.684   15.407   15.325   15.341  
  object4199  24.12717   42.24243   15.956   15.295   15.212   999       999       999       999       999      
  object4200  23.00569   42.24858   14.775   14.138   14.094   19.893   17.602   16.543   16.123   15.864  
  object4201  28.29652   39.57344   14.945   14.435   14.328   999       999       999       999       999      
  object4202  27.46758   39.61083   14.27    13.92    13.809   999       999       999       999       999      
  object4203  27.7978    39.63924   14.8     14.393   14.219   999       999       999       999       999      
  object4204  27.29875   39.66936   16.791   16.299   15.903   999       999       999       999       999      
  object4205  26.95396   39.6852    15.667   15.209   15.024   999       999       999       999       999      
  object4206  27.75465   39.82765   14.201   13.988   13.826   999       999       999       999       999      
  object4207  27.47202   39.84703   13.702   13.362   13.306   999       999       999       999       999      
  object4208  26.93907   40.00403   15.461   15.098   14.928   999       999       999       999       999      
  object4209  25.64424   40.10784   999       999       999       999       999       999       999       999      
  object4210  28.92157   40.19125   15.416   15.279   15.2     999       999       999       999       999      
  object4211  27.79152   40.36319   14.763   14.191   14.193   999       999       999       999       999      
  object4212  28.61921   40.43692   999       999       999       999       999       999       999       999      
  object4213  29.05045   40.45361   15.423   15.132   14.911   999       999       999       999       999      
  object4214  27.46991   40.63469   13.991   13.687   13.606   999       999       999       999       999      
  object4215  27.90587   40.73595   12.347   12.162   12.166   999       999       999       999       999      
  object4216  29.0083    40.79453   999       999       999       999       999       999       999       999      
  object4217  27.48012   40.80899   999       999       999       999       999       999       999       999      
  object4218  28.82638   40.92584   12.78    12.407   12.291   999       999       999       999       999      
  object4219  26.86486   41.03657   13.344   13.051   12.917   999       999       999       999       999      
  object4220  27.36874   41.10407   16.518   16.331   15.992   999       999       999       999       999      
  object4221  27.35528   41.40956   11.717   11.433   11.323   999       999       999       999       999      
  object4222  28.71635   41.47438   15.077   14.733   14.579   999       999       999       999       999      
  object4223  27.44568   41.55427   14.211   13.915   13.911   999       999       999       999       999      
  object4224  27.50708   41.55881   14.723   14.332   14.288   999       999       999       999       999      
  object4225  27.23629   41.55998   13.928   13.548   13.468   999       999       999       999       999      
  object4226  25.65232   41.64948   999       999       999       999       999       999       999       999      
  object4227  29.16057   41.68931   13.533   13.145   13.059   999       999       999       999       999      
  object4228  29.06639   41.81223   13.224   13.024   12.968   999       999       999       999       999      
  object4229  27.47908   41.86393   14.577   14.186   14.191   999       999       999       999       999      
  object4230  25.4965    42.09629   15.607   15.424   15.212   999       999       999       999       999      
  object4231  32.08983   39.56594   12.87    12.636   12.587   999       999       999       999       999      
  object4232  30.04313   39.64977   15.109   14.541   14.477   999       999       999       999       999      
  object4233  31.47341   40.07706   13.899   13.599   13.434   999       999       999       999       999      
  object4234  31.71774   40.35091   15.246   14.922   14.959   999       999       999       999       999      
  object4235  30.14136   40.47849   12.157   11.806   11.722   999       999       999       999       999      
  object4236  31.71356   40.56973   14.904   14.557   14.469   999       999       999       999       999      
  object4237  32.15866   40.66938   13.458   13.126   12.983   999       999       999       999       999      
  object4238  31.02788   40.71035   16.381   16.062   16.262   999       999       999       999       999      
  object4239  29.99488   40.72125   13.307   12.863   12.783   999       999       999       999       999      
  object4240  31.11937   40.74352   12.788   12.617   12.574   999       999       999       999       999      
  object4241  31.11502   40.96363   999       999       999       999       999       999       999       999      
  object4242  29.58704   41.05575   14.894   14.734   14.594   999       999       999       999       999      
  object4243  29.3123    41.0804    999       999       999       999       999       999       999       999      
  object4244  31.12589   41.09652   15.556   14.879   14.809   999       999       999       999       999      
  object4245  30.28321   41.48194   13.678   13.289   13.181   999       999       999       999       999      
  object4246  31.76619   41.66187   12.625   12.319   12.224   999       999       999       999       999      
  object4247  31.24189   41.71809   999       999       999       999       999       999       999       999      
  object4248  29.64433   41.72994   14.556   14.097   13.863   999       999       999       999       999      
  object4249  29.06654   41.81223   13.224   13.024   12.968   999       999       999       999       999      
  object4250  31.20276   41.84049   13.926   13.554   13.51    999       999       999       999       999      
  object4251  30.45715   41.84885   16.07    15.673   15.39    999       999       999       999       999      
  object4252  29.89318   41.86743   12.07    11.661   11.583   999       999       999       999       999      
  object4253  35.83329   39.5416    11.926   11.675   11.599   999       999       999       999       999      
  object4254  34.7831    39.63018   13.278   13.102   13.052   999       999       999       999       999      
  object4255  35.87726   39.69556   16.049   15.495   15.671   999       999       999       999       999      
  object4256  34.07624   39.75266   999       999       999       999       999       999       999       999      
  object4257  34.6803    39.8736    15.752   15.492   14.985   999       999       999       999       999      
  object4258  33.05349   39.89306   13.311   12.97    12.888   999       999       999       999       999      
  object4259  34.29283   39.9126    15.791   15.484   15.255   999       999       999       999       999      
  object4260  35.84759   39.91004   16.152   15.479   15.773   999       999       999       999       999      
  object4261  34.24483   39.90715   12.271   11.951   11.95    999       999       999       999       999      
  object4262  34.90671   40.00983   13.235   12.984   12.925   999       999       999       999       999      
  object4263  34.63843   40.05473   14.261   14.104   14.06    999       999       999       999       999      
  object4264  33.93608   40.05616   13.949   13.557   13.45    999       999       999       999       999      
  object4265  35.87821   40.08038   14.442   13.941   13.842   999       999       999       999       999      
  object4266  34.42156   40.1887    13.134   12.449   12.27    999       999       999       999       999      
  object4267  35.16151   40.23344   14.218   13.829   13.806   999       999       999       999       999      
  object4268  32.87557   40.2725    12.486   12.093   12.002   999       999       999       999       999      
  object4269  34.08089   40.31567   999       999       999       999       999       999       999       999      
  object4270  33.12458   40.30977   14.532   14.229   14.198   999       999       999       999       999      
  object4271  36.18918   40.4126    14.586   14.01    13.988   999       999       999       999       999      
  object4272  35.81261   40.43249   15.015   14.671   14.589   999       999       999       999       999      
  object4273  36.27735   40.66654   16.355   15.914   15.306   999       999       999       999       999      
  object4274  35.74905   40.70943   14.863   14.432   14.445   999       999       999       999       999      
  object4275  33.27256   40.82517   12.863   12.567   12.512   999       999       999       999       999      
  object4276  33.6127    40.83963   14.528   14.412   14.375   999       999       999       999       999      
  object4277  35.33762   40.90802   13.892   13.4     13.286   999       999       999       999       999      
  object4278  33.2211    40.9686    15.914   15.883   15.342   999       999       999       999       999      
  object4279  34.53157   41.06551   16.023   15.683   15.365   999       999       999       999       999      
  object4280  34.49225   41.07203   12.911   12.494   12.409   999       999       999       999       999      
  object4281  36.19211   41.11521   15.736   15.212   14.961   999       999       999       999       999      
  object4282  33.14468   41.24997   15.238   15.091   14.967   999       999       999       999       999      
  object4283  34.7314    41.29343   999       999       999       999       999       999       999       999      
  object4284  33.94519   41.3197    14.894   14.635   14.416   999       999       999       999       999      
  object4285  34.40259   41.35055   15.346   14.753   14.602   999       999       999       999       999      
  object4286  33.64632   41.50372   13.583   13.187   13.137   999       999       999       999       999      
  object4287  36.07888   41.52989   13.851   13.625   13.534   999       999       999       999       999      
  object4288  33.90729   41.79336   13.979   13.894   13.763   999       999       999       999       999      
  object4289  35.71312   41.92635   13.42    13.129   13.054   999       999       999       999       999      
  object4290  33.45995   41.97252   14.449   14.153   14.037   999       999       999       999       999      
  object4291  35.29329   42.00478   14.238   13.943   13.907   999       999       999       999       999      
  object4292  33.33699   42.28245   12.31    12.097   12.055   999       999       999       999       999      
  object4293  37.87064   39.68864   12.521   12.025   11.98    999       999       999       999       999      
  object4294  36.71313   39.77425   13.74    13.543   13.468   999       999       999       999       999      
  object4295  37.24288   39.81129   15.384   14.886   14.814   999       999       999       999       999      
  object4296  39.05171   39.82568   14.801   14.739   14.496   999       999       999       999       999      
  object4297  38.275     39.85317   15.757   15.211   15.316   999       999       999       999       999      
  object4298  39.99545   39.98531   15.941   15.469   16.766   999       999       999       999       999      
  object4299  36.44537   39.97917   13.23    12.746   12.629   999       999       999       999       999      
  object4300  38.69649   40.04497   16.454   16.023   15.164   999       999       999       999       999      
  object4301  36.81247   40.058     999       999       999       999       999       999       999       999      
  object4302  36.77017   40.05777   13.235   12.837   12.792   999       999       999       999       999      
  object4303  37.37935   40.09315   12.979   12.701   12.626   999       999       999       999       999      
  object4304  37.31626   40.17161   14.731   14.556   14.464   999       999       999       999       999      
  object4305  39.66673   40.26252   15.622   15.369   15.5     999       999       999       999       999      
  object4306  37.45131   40.29616   12.756   12.553   12.498   999       999       999       999       999      
  object4307  39.2867    40.68048   13.551   13.249   13.211   999       999       999       999       999      
  object4308  38.79524   40.68807   11.398   10.942   10.81    999       999       999       999       999      
  object4309  37.49067   40.70464   15.017   14.853   14.796   999       999       999       999       999      
  object4310  39.02933   40.74797   999       999       999       999       999       999       999       999      
  object4311  38.46053   40.90498   14.022   13.364   13.222   999       999       999       999       999      
  object4312  38.81189   41.02109   14.578   14.063   13.881   999       999       999       999       999      
  object4313  36.74965   41.03667   14.723   14.506   14.474   999       999       999       999       999      
  object4314  36.90993   41.08042   16.251   15.902   15.22    999       999       999       999       999      
  object4315  39.00835   41.08771   15.021   14.488   14.607   999       999       999       999       999      
  object4316  38.15903   41.13815   16.616   16.096   15.858   999       999       999       999       999      
  object4317  36.67668   41.18049   999       999       999       999       999       999       999       999      
  object4318  36.76003   41.20634   14.247   13.77    13.673   999       999       999       999       999      
  object4319  36.4914    41.29808   12.538   12.337   12.305   999       999       999       999       999      
  object4320  38.17009   41.32608   15.749   15.138   15.069   999       999       999       999       999      
  object4321  38.60333   41.33217   15.733   15.325   15.146   999       999       999       999       999      
  object4322  39.90067   41.43275   14.323   14.064   13.928   999       999       999       999       999      
  object4323  39.8256    41.5511    14.052   13.668   13.504   999       999       999       999       999      
  object4324  38.7749    41.95586   15.84    15.664   15.1     999       999       999       999       999      
  object4325  37.54919   41.98088   14.366   14.123   13.95    999       999       999       999       999      
  object4326  39.12891   42.02499   14.974   14.717   14.672   999       999       999       999       999      
  object4327  36.35817   42.14648   14.394   14.097   13.903   999       999       999       999       999      
  object4328  42.26024   40.14146   16.001   15.704   15.538   999       999       999       999       999      
  object4329  42.12227   41.57298   14.62    14.161   14.245   999       999       999       999       999      
  object4330  42.16161   42.03648   999       999       999       999       999       999       999       999      
  object4331  42.46924   42.09223   12.33    12.087   12.04    15.069   13.852   13.857   13.324   13.252  
  object4332  47.18744   40.4342    14.295   14.048   13.982   16.691   15.391   15.088   15.003   15.01   
  object4333  44.83766   40.67761   14.392   14.014   13.959   999       999       999       999       999      
  object4334  44.90202   41.66767   14.769   14.375   14.23    17.526   16.148   15.648   15.456   15.409  
